Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2010-08-15 00:00:00,AliceSprings,4.5,19.4,0,5.8,11.1,S,31,SSE,E,11,19,43,24,1022.8,1019.2,0,1,12.1,18.8,0,0,0
2010-08-16 00:00:00,AliceSprings,2.3,21.3,0,4.4,11.1,E,35,NE,NE,13,13,46,17,1021.8,1017.3,0,0,12.9,20.6,0,0,0
2010-08-17 00:00:00,AliceSprings,8.1,26,0,7.2,7.9,N,57,ENE,N,13,41,39,21,1014,1008.8,7,4,14.8,25.5,0,0,0
2010-08-18 00:00:00,AliceSprings,14.7,29.3,0,8,8.9,NW,70,,WNW,0,33,52,33,1012.5,1009.4,6,7,20.3,28.4,0,0.8,0
2010-08-19 00:00:00,AliceSprings,16.1,21.1,0.8,8,9,S,30,N,ESE,4,15,74,58,1017,1015.7,7,7,17.7,18.7,0,0,0
2010-08-20 00:00:00,AliceSprings,9.1,19.3,0,4,10.1,E,41,E,E,24,20,56,41,1021.3,1018.3,5,4,14,18.4,0,0,0
2010-08-21 00:00:00,AliceSprings,7.9,24.7,0,4,9.9,E,37,E,ENE,24,22,54,28,1019.8,1015.2,1,1,14.3,24.2,0,0.6,0
2010-08-22 00:00:00,AliceSprings,13.6,26.8,0.6,7.4,3.7,NNW,54,NNE,NW,13,28,72,38,1014.8,1012.1,6,7,16.6,25.3,0,0.8,0
2010-08-23 00:00:00,AliceSprings,14.4,20.2,0.8,3.6,0.6,E,33,SW,ESE,6,20,91,49,1019.2,1016.4,8,7,16.1,19.1,0,4.4,1
2010-08-24 00:00:00,AliceSprings,12.7,15.6,4.4,1,0,SE,24,S,SE,11,11,97,92,1020.7,1018.3,8,8,14,15.5,1,6.8,1
2010-08-25 00:00:00,AliceSprings,11,12.3,6.8,0,0,S,28,SE,SSE,9,17,95,90,1021.3,1019.2,8,8,11.5,11.6,1,3,1
2010-08-28 00:00:00,AliceSprings,4.9,18.3,0,7.2,11,SE,37,ESE,SE,2,20,72,36,1024.9,1021.3,3,2,11.8,17.7,0,0,0
2010-08-29 00:00:00,AliceSprings,3.9,19.8,0,4,11,ESE,37,E,ESE,9,17,68,28,1026.1,1021.9,0,0,11.9,18.9,0,0,0
2010-08-30 00:00:00,AliceSprings,3.1,20.3,0,4,11.3,ENE,35,ESE,SE,7,15,60,23,1024.4,1019.5,0,0,11.9,19.9,0,0,0
2010-08-31 00:00:00,AliceSprings,3.2,27,0,5.2,11.3,NW,43,ENE,N,17,19,38,18,1020.9,1014.4,0,0,15.9,26.6,0,0,0
2010-09-01 00:00:00,AliceSprings,9.7,31,0,5.6,11.4,NW,43,,NW,0,28,37,20,1015.7,1011.6,1,1,21.8,30.7,0,0,0
2010-09-02 00:00:00,AliceSprings,13,27.5,0,7.4,4.6,NW,61,NNW,N,33,28,73,54,1014.2,1011,7,7,22.8,26.5,0,3.8,1
2010-09-03 00:00:00,AliceSprings,18.6,24.2,3.8,6,1.6,NNW,65,NNW,SSW,26,28,75,93,1010.1,1006.9,7,8,20.3,16.4,1,8.6,1
2010-09-04 00:00:00,AliceSprings,8.4,19.2,8.6,1.2,11.2,WSW,30,WSW,SSW,19,9,74,43,1016.7,1014.3,4,1,12.4,18.4,1,0,0
2010-09-05 00:00:00,AliceSprings,6.2,18.9,0,3.2,9.9,SE,37,SSE,ESE,17,17,64,39,1023.4,1019.6,1,5,11.6,18.1,0,0,0
2010-09-07 00:00:00,AliceSprings,8.5,27.5,0,5,9.5,NNE,39,NNE,N,19,24,50,24,1019,1013.6,4,1,14.6,26.7,0,0,0
2010-09-08 00:00:00,AliceSprings,14.6,32.1,0,7.4,10.5,NW,41,N,WNW,20,26,35,26,1017.3,1012.9,1,2,21.4,31.8,0,3,1
2010-09-09 00:00:00,AliceSprings,18.8,28.2,3,9.2,3.9,W,52,N,SW,9,17,95,58,1015.5,1012,7,6,19.7,26.7,1,3.8,1
2010-09-10 00:00:00,AliceSprings,15.3,20.7,3.8,3.6,8.2,ESE,37,S,ESE,13,19,76,49,1018.5,1016.3,7,4,17.5,20.1,1,0.2,0
2010-09-11 00:00:00,AliceSprings,9.9,25.3,0.2,4,11.3,ENE,33,ENE,ENE,17,15,55,38,1019.5,1015.4,1,3,17.1,24.9,0,0,0
2010-09-12 00:00:00,AliceSprings,14,19.9,0,6,1.3,WSW,39,SSW,E,17,13,80,96,1018.2,1017.1,8,7,14.9,15.1,0,5.6,1
2010-09-14 00:00:00,AliceSprings,10.7,20.7,0,4.8,11.5,SE,33,SSE,SE,20,17,49,38,1021.2,1018.1,1,1,15.3,20.4,0,0,0
2010-09-15 00:00:00,AliceSprings,11.1,18.6,0,5.6,1.5,ESE,37,ESE,SE,26,17,54,47,1021.7,1019.7,7,8,14.9,16.5,0,5.2,1
2010-09-16 00:00:00,AliceSprings,10.4,11.6,5.2,3.6,0,E,31,E,ESE,22,13,83,92,1022.9,1021.4,8,8,10.5,10.8,1,7,1
2010-09-17 00:00:00,AliceSprings,9,15.1,7,1.6,0.1,E,41,E,E,20,22,79,68,1022.2,1018.5,7,8,11.4,13.2,1,8.8,1
2010-09-18 00:00:00,AliceSprings,10.1,12.6,8.8,1.8,0.2,SE,48,ESE,SE,11,20,95,92,1020.8,1017.8,8,8,10.9,11.5,1,2.8,1
2010-09-19 00:00:00,AliceSprings,5.8,15.7,2.8,0.2,7.3,ESE,46,SE,SE,26,28,73,48,1023.3,1021.2,3,7,10.6,14.5,1,0,0
2010-09-20 00:00:00,AliceSprings,3.3,18.5,0,3,10.6,ESE,50,ESE,SE,24,28,60,37,1025.6,1021.5,1,1,12.1,17.7,0,0,0
2010-09-21 00:00:00,AliceSprings,4.5,19.1,0,5.6,11.5,ESE,41,ESE,ESE,17,26,58,34,1024.5,1021.2,1,1,12.8,18.2,0,0,0
2010-09-22 00:00:00,AliceSprings,4.6,20.7,0,5.4,11.5,ESE,37,ESE,SE,15,19,65,33,1024.1,1019.9,6,2,12.7,20.5,0,0,0
2010-09-23 00:00:00,AliceSprings,5.7,22.3,0,5,10.5,ESE,41,SE,ESE,13,22,58,31,1024.1,1020,4,1,14.5,21.4,0,0,0
2010-09-24 00:00:00,AliceSprings,11.4,22.2,0,6,6.4,E,33,SE,ENE,13,17,60,38,1023.7,1018.9,7,1,15.3,21.6,0,0,0
2010-09-25 00:00:00,AliceSprings,8.7,26,0,4.4,11.6,SSE,31,NNE,SSE,19,17,50,19,1019,1017.2,1,1,19.2,25.8,0,0,0
2010-09-26 00:00:00,AliceSprings,7.4,26,0,6.8,11.6,E,37,,E,0,15,39,18,1020.1,1016,0,0,18.8,25.6,0,0,0
2010-09-27 00:00:00,AliceSprings,8.1,28.2,0,6.2,11.7,ESE,31,NNE,E,4,9,34,17,1018.4,1014.5,0,0,20.8,27.7,0,0,0
2010-09-28 00:00:00,AliceSprings,10.4,30.1,0,6.8,11.7,S,41,NNE,ENE,9,9,31,17,1017,1013.1,0,0,23.4,29.9,0,0,0
2010-09-30 00:00:00,AliceSprings,7.3,25.2,0,7.6,11.7,E,41,E,ESE,26,20,39,25,1020.3,1015.4,0,1,16.6,24.9,0,0,0
2010-10-01 00:00:00,AliceSprings,8.7,29.2,0,7.2,11.7,SE,30,NE,SE,13,15,29,21,1016.4,1012,0,1,19.9,28.9,0,0,0
2010-10-02 00:00:00,AliceSprings,10.5,32.7,0,7,11.7,N,30,N,NNE,11,19,22,13,1016.5,1012.1,1,1,23.5,31.9,0,0,0
2010-10-03 00:00:00,AliceSprings,15.1,34.1,0,8.2,11.7,N,37,NNE,NNW,17,13,29,17,1016.6,1012.9,1,1,27.5,33.6,0,0,0
2010-10-04 00:00:00,AliceSprings,15.7,34.9,0,8.2,9.1,SSE,63,ENE,NNE,15,13,31,19,1015.9,1011.6,1,6,29.4,34.4,0,18.8,1
2010-10-05 00:00:00,AliceSprings,16.5,28.5,18.8,10.4,8.9,E,41,ESE,E,13,24,86,40,1018,1012.8,5,4,18.8,27.6,1,0.4,0
2010-10-06 00:00:00,AliceSprings,17.6,19.6,0.4,5.6,0,SE,31,WSW,SW,13,17,93,93,1016.9,1014.6,8,8,18.6,18.1,0,10.6,1
2010-10-07 00:00:00,AliceSprings,14.7,18,10.6,0,0,SE,46,SE,ESE,22,24,93,76,1020.2,1018.4,8,8,15.3,17.6,1,0.8,0
2010-10-08 00:00:00,AliceSprings,12.7,21.1,0.8,2.6,9.4,SSE,43,ESE,SE,20,24,52,39,1021.7,1017.5,7,1,15,20.7,0,0,0
2010-10-09 00:00:00,AliceSprings,8.5,23.4,0,6.4,11.9,ESE,43,ESE,E,17,20,46,30,1019.6,1014.9,1,0,16.5,22.8,0,0,0
2010-10-10 00:00:00,AliceSprings,7.7,26.5,0,6.6,11.9,ESE,35,E,E,17,17,45,20,1017.8,1012.8,0,0,18.5,26.2,0,0,0
2010-10-16 00:00:00,AliceSprings,5.4,19.2,4,9.2,12.2,SE,37,SE,SE,20,20,48,35,1020.3,1015.9,1,1,13.8,18.8,1,0,0
2010-10-17 00:00:00,AliceSprings,5.2,20.3,0,5.6,12,ESE,39,ESE,ESE,22,20,49,28,1019.8,1015.6,1,0,14.2,19.9,0,0,0
2010-10-18 00:00:00,AliceSprings,6.3,22.1,0,6.6,12,E,39,ESE,E,15,17,40,28,1021.1,1017.1,0,1,16.5,21.2,0,0,0
2010-10-19 00:00:00,AliceSprings,7.2,23.8,0,7.6,12.1,E,41,E,ESE,17,24,41,27,1021.8,1017.2,1,1,17.8,22.7,0,0,0
2010-10-20 00:00:00,AliceSprings,8.5,25.1,0,6.6,12.4,SE,41,ESE,E,19,19,45,26,1020.2,1015.1,0,1,19.3,24.7,0,0,0
2010-10-21 00:00:00,AliceSprings,9.9,29.1,0,7.2,12.5,ESE,28,E,WSW,15,7,36,17,1017.3,1013.1,0,0,22.1,28.5,0,0,0
2010-10-22 00:00:00,AliceSprings,11.4,31.7,0,7.2,12.5,E,30,E,S,15,11,35,20,1016.1,1011.9,0,1,24.6,31.2,0,0,0
2010-10-23 00:00:00,AliceSprings,13.4,32.7,0,7,12.6,SW,30,SSE,SSE,2,19,28,13,1015.9,1012.5,1,2,26.3,32.5,0,0,0
2010-10-24 00:00:00,AliceSprings,15.9,31.2,0,9.4,11.7,E,41,E,E,31,17,48,32,1018.2,1012.9,0,2,22.3,30.2,0,0,0
2010-10-25 00:00:00,AliceSprings,16.3,23.6,0,8,1.2,S,35,S,S,20,20,53,58,1016.4,1015.5,7,7,21.8,20.4,0,6.2,1
2010-10-26 00:00:00,AliceSprings,16.3,25.7,6.2,3,5.7,ESE,35,SE,ENE,17,22,87,51,1018.6,1015.3,8,4,17.5,25.1,1,0,0
2010-10-27 00:00:00,AliceSprings,13.3,28.6,0,4,12.5,E,37,E,ESE,26,13,43,26,1017.7,1013.1,0,1,21.7,28,0,0,0
2010-10-28 00:00:00,AliceSprings,12.3,32.1,0,8,11.7,NE,28,ENE,E,17,11,29,26,1012.6,1008.1,6,8,26.3,31.4,0,0,0
2010-10-29 00:00:00,AliceSprings,18.3,30.8,0,8,3.9,SSW,56,NNE,N,24,26,28,78,1008,1008.1,7,7,28,21.7,0,14.2,1
2010-10-30 00:00:00,AliceSprings,13.3,20.2,14.2,5.2,6.5,S,48,S,SSE,26,26,71,42,1017.2,1014.9,8,3,14.3,19.6,1,0,0
2010-10-31 00:00:00,AliceSprings,7.6,18.1,0,5.2,9.6,SSE,39,SE,SSE,28,22,59,39,1020.3,1017.2,7,5,13.1,17.6,0,0,0
2010-11-01 00:00:00,AliceSprings,4.7,21.5,0,6.4,12.2,SSE,43,ESE,SE,30,19,30,21,1019.9,1015.7,4,5,14.7,20.1,0,0,0
2010-11-02 00:00:00,AliceSprings,7.2,23.6,0,7.4,11.5,E,48,ESE,ESE,30,20,32,20,1019.5,1015.6,2,7,17.7,23.1,0,0,0
2010-11-03 00:00:00,AliceSprings,7.8,26.7,0,8.6,11.8,E,48,E,SE,17,24,37,17,1019.4,1015.5,7,5,19.2,26,0,0,0
2010-11-04 00:00:00,AliceSprings,9.3,27.1,0,8.4,12.9,SSE,44,ESE,SSE,17,28,29,19,1018.4,1013.2,0,1,21.6,26.9,0,0,0
2010-11-05 00:00:00,AliceSprings,9.6,28.6,0,9.6,12.9,SE,31,NE,WSW,6,11,28,16,1015.2,1010.1,0,2,22.7,27.9,0,0,0
2010-11-06 00:00:00,AliceSprings,11.7,32,0,7.2,12.9,SSE,30,N,SSE,11,13,24,12,1012.8,1007.7,0,1,26.4,31.5,0,0,0
2010-11-07 00:00:00,AliceSprings,15.6,34.9,0,9.2,8.7,NW,57,NNE,NNW,15,19,24,13,1011.1,1007.3,4,4,26.4,33.7,0,0,0
2010-11-08 00:00:00,AliceSprings,18.9,34.1,0,10.4,5.5,SE,41,ESE,NNE,9,20,33,15,1012.5,1008,7,3,25,32.5,0,0,0
2010-11-09 00:00:00,AliceSprings,15.4,32.7,0,8,12.7,E,41,ENE,E,24,26,43,22,1016.8,1012.7,2,4,24.8,32.1,0,0,0
2010-11-10 00:00:00,AliceSprings,14.1,33.9,0,9.8,12.9,S,52,NE,SSE,17,15,24,13,1016,1010.7,1,2,28,33.7,0,0,0
2010-11-11 00:00:00,AliceSprings,15.8,35.5,0,11.2,12.5,ENE,39,NE,NW,13,15,33,21,1010.1,1004,1,5,30.1,34.8,0,0,0
2010-11-12 00:00:00,AliceSprings,23.5,33.1,0,12.6,4.7,NNE,56,W,SSW,26,33,31,33,1005.6,1004.7,7,7,28.7,30,0,4,1
2010-11-13 00:00:00,AliceSprings,18.3,30.1,4,7.8,8.2,WSW,28,E,E,13,11,71,44,1009.7,1007.5,8,5,22.6,29.4,1,0,0
2010-11-14 00:00:00,AliceSprings,18.8,30.8,0,4.8,7.1,SSW,78,NNE,S,13,26,53,88,1013.2,1012.7,1,8,26.7,20.7,0,2.6,1
2010-11-15 00:00:00,AliceSprings,18,32.4,2.6,5.2,5.6,WNW,37,SE,ENE,11,11,66,37,1013.2,1009.1,7,3,23.8,31.8,1,36,1
2010-11-16 00:00:00,AliceSprings,16.2,21.3,36,12,0.2,W,69,SE,SE,17,11,87,92,1014,1011.4,8,8,17.6,16.9,1,17.6,1
2010-11-17 00:00:00,AliceSprings,15.3,26.3,17.6,1.4,11.6,E,33,ESE,SSE,11,20,59,36,1014.4,1011.8,4,5,21,25.2,1,0,0
2010-11-18 00:00:00,AliceSprings,11.1,28,0,7.6,13.2,ESE,37,ESE,SSE,15,20,32,19,1016.1,1013,0,0,22.2,27.9,0,0,0
2010-11-19 00:00:00,AliceSprings,11.8,29.6,0,8.8,12.9,E,43,E,SSE,22,20,33,19,1015.9,1012.4,0,0,23.2,28.9,0,0,0
2010-11-20 00:00:00,AliceSprings,12.7,30.6,0,9.6,12.6,ESE,41,E,ENE,22,9,30,21,1016.3,1011.7,1,3,25.2,30,0,0,0
2010-11-21 00:00:00,AliceSprings,14.4,32,0,9.2,12.8,NW,70,ENE,E,19,15,27,17,1014.4,1010.3,2,4,26.5,31.3,0,0,0
2010-11-22 00:00:00,AliceSprings,15.5,33.8,0,9.8,13.2,SSE,35,E,SE,24,17,28,15,1012.5,1008.8,0,2,27.9,33.4,0,0,0
2010-11-23 00:00:00,AliceSprings,15.9,35.5,0,9.6,13,ESE,39,E,ESE,15,28,34,14,1012.5,1009.2,0,0,28.6,35.3,0,0,0
2010-11-24 00:00:00,AliceSprings,15.9,35.2,0,11.2,12.8,SE,33,NE,E,11,13,35,19,1012.7,1009.6,1,1,28.9,34.8,0,0,0
2010-11-25 00:00:00,AliceSprings,19.1,35.1,0,10.4,12.1,S,59,ENE,E,24,20,33,24,1011.8,1008.4,2,7,29.8,34.4,0,1.4,1
2010-11-26 00:00:00,AliceSprings,18.9,30.9,1.4,11.4,7.2,S,52,ENE,S,17,15,68,48,1009.5,1005.2,3,6,23.5,30.5,1,0,0
2010-11-27 00:00:00,AliceSprings,18.8,29.6,0,5.6,10.7,S,50,SSW,S,22,30,63,41,1010.7,1008,7,7,23.4,28.1,0,0,0
2010-11-28 00:00:00,AliceSprings,15.2,25.2,0,10.6,12.8,SSE,50,SSE,S,24,20,44,29,1015.7,1012.4,1,1,19.5,24.6,0,0,0
2010-11-30 00:00:00,AliceSprings,9.2,28.2,0,9.6,12.4,SE,39,ESE,SSE,20,24,25,12,1012.4,1007.7,1,4,20.8,27.8,0,0,0
2010-12-01 00:00:00,AliceSprings,10.6,29.4,0,11.2,11.6,S,31,NE,SE,9,13,19,13,1009.5,1005.3,7,6,24,28.1,0,0,0
2010-12-02 00:00:00,AliceSprings,11.9,32.6,0,8.4,12,N,30,ENE,SSE,17,7,20,13,1008.5,1005.2,5,6,27.5,32.2,0,0,0
2010-12-03 00:00:00,AliceSprings,13.4,35,0,8,11.8,NNW,39,NNE,NNW,11,17,17,14,1007.3,1003.1,3,7,30,33.8,0,0,0
2010-12-04 00:00:00,AliceSprings,20.5,32.4,0,11.4,2.9,NNW,54,NNW,N,11,15,42,26,1006.2,1001.7,7,8,26.3,32.4,0,5.4,1
2010-12-05 00:00:00,AliceSprings,20.2,33.8,5.4,5.2,3.4,WSW,52,N,NNE,26,22,59,28,1005.8,1002,7,4,23.5,32.9,1,1.2,1
2010-12-06 00:00:00,AliceSprings,21.3,37.4,1.2,6.2,10.8,NNW,44,NNW,NNW,33,28,47,25,1003.4,999.4,6,6,30,36.4,1,0,0
2010-12-07 00:00:00,AliceSprings,25,39.4,0,13,12.6,NNW,56,NW,WNW,39,19,41,19,1001.7,998.3,2,5,30.6,37.6,0,0.2,0
2010-12-08 00:00:00,AliceSprings,24.3,38.3,0.2,14.8,9.1,N,76,NW,SE,33,9,41,28,1004.2,1001.1,2,7,32.1,37.7,0,17,1
2010-12-10 00:00:00,AliceSprings,19,23.9,36.6,9.4,0,ESE,35,ESE,ESE,15,22,82,68,1013.7,1011.4,8,8,19.7,20.6,1,0,0
2010-12-11 00:00:00,AliceSprings,17.6,29.6,0,4,12.5,ESE,30,SE,SSW,15,9,51,41,1010.7,1006.4,1,2,23.8,28.7,0,0,0
2010-12-12 00:00:00,AliceSprings,16.9,32.4,0,7,13.4,E,28,E,ESE,15,9,41,24,1009.8,1006.6,1,2,25.6,31.7,0,0,0
2010-12-13 00:00:00,AliceSprings,17.4,34.5,0,8.4,13.3,N,39,E,ESE,13,13,35,19,1011.1,1007,0,1,27,34.3,0,0,0
2010-12-16 00:00:00,AliceSprings,21.4,34.1,0,22.6,12.7,E,37,ESE,ESE,26,19,22,23,1008.1,1004.1,1,1,27.9,33.8,0,0,0
2010-12-17 00:00:00,AliceSprings,17.3,34.6,0,12,12.7,SW,61,E,ESE,31,13,24,25,1006.9,1002,2,1,26.4,33.9,0,5.8,1
2010-12-18 00:00:00,AliceSprings,18.2,30.7,5.8,13.6,6,SSW,33,SE,SSE,11,9,64,46,1007.4,1001.7,7,5,20.4,29.7,1,1.6,1
2010-12-19 00:00:00,AliceSprings,18.6,28.8,1.6,5.6,4.2,SE,41,ESE,SE,20,19,50,39,1006,1004.1,7,7,23.3,28.6,1,0,0
2010-12-24 00:00:00,AliceSprings,16.1,35.2,0,12.2,13.4,ENE,50,ENE,ENE,11,20,31,20,1011.5,1006.6,1,2,27.8,33.9,0,0,0
2011-01-02 00:00:00,AliceSprings,21.7,37.4,22,9.6,12.3,E,56,NE,ENE,2,19,59,32,1008.8,1005,2,7,30.4,35.4,1,0,0
2011-01-03 00:00:00,AliceSprings,21.7,38.6,0,8,12.5,SE,35,WSW,ENE,9,7,33,17,1008,1004.1,1,5,31.8,37.7,0,0,0
2011-01-04 00:00:00,AliceSprings,24.1,38.4,0,11,7,W,74,SSW,WSW,13,7,35,21,1005.5,1002.2,7,7,32,37.5,0,1,0
2011-01-05 00:00:00,AliceSprings,21.7,35,1,11,11.5,ESE,37,E,ENE,22,9,52,31,1007,1002.9,6,5,26,34.6,0,0,0
2011-01-06 00:00:00,AliceSprings,22.8,38.5,0,11,12.4,W,70,NE,N,28,13,44,28,1005.4,999.8,4,7,30.8,37.1,0,4.8,1
2011-01-07 00:00:00,AliceSprings,23.3,38.5,4.8,10.4,10,S,57,N,SE,24,9,46,27,1001.4,997.1,5,6,29.9,37.9,1,1.4,1
2011-01-08 00:00:00,AliceSprings,23.4,36.5,1.4,9.4,10.3,ENE,54,SW,S,13,13,64,38,1002.3,998.3,7,7,28.2,34.9,1,30,1
2011-01-09 00:00:00,AliceSprings,21.7,33,30,12.2,7.3,E,63,NNW,NE,9,33,79,65,1003.6,1000.9,7,7,25,25.8,1,1.8,1
2011-01-10 00:00:00,AliceSprings,22.8,33.8,1.8,5.6,10.6,SSE,59,ESE,E,28,22,48,38,1002.2,998.3,5,5,28.7,33.1,1,0,0
2011-01-11 00:00:00,AliceSprings,21.2,33.7,0,10.4,10.3,SE,37,ESE,SSE,22,24,48,30,1000.2,996.5,3,7,28.4,33.5,0,0,0
2011-01-12 00:00:00,AliceSprings,23.4,26.4,0,10.2,0,SE,35,E,E,17,9,65,84,998,996.5,8,8,25.8,24,0,2.6,1
2011-01-13 00:00:00,AliceSprings,20.1,33,2.6,0.8,12.4,S,35,S,SSW,15,15,64,33,999.5,998.6,6,5,25.1,31.4,1,0,0
2011-01-14 00:00:00,AliceSprings,19.6,36,0,9,12.6,SE,35,NNW,ENE,17,17,49,23,1004.5,1001.4,5,6,29.5,35.4,0,0,0
2011-01-15 00:00:00,AliceSprings,20.5,36.4,0,9.8,12.4,ESE,48,N,SE,13,26,39,27,1006.2,1002,7,8,29.6,35.8,0,0,0
2011-01-16 00:00:00,AliceSprings,17.5,36.3,0,12,12.7,SSE,50,E,ESE,17,28,34,17,1006.4,1002.3,8,7,28.8,35.4,0,0,0
2011-01-17 00:00:00,AliceSprings,20.1,37,0,13.6,12.7,E,50,ESE,E,17,30,36,23,1006.4,1002.8,6,4,29.6,36.2,0,0,0
2011-01-18 00:00:00,AliceSprings,21.4,37.7,0,12,12.9,ESE,50,E,SSE,15,20,36,21,1007,1001.7,6,2,30.6,37.2,0,0,0
2011-01-19 00:00:00,AliceSprings,21.6,38.1,0,12.2,12,ENE,28,E,NE,15,19,33,22,1005.5,1002,4,6,31.2,37.6,0,0,0
2011-01-20 00:00:00,AliceSprings,22.7,38.9,0,10.8,12.5,NE,43,NE,S,26,7,32,19,1005,1000.8,1,8,31.5,36.8,0,0,0
2011-01-21 00:00:00,AliceSprings,21.9,38.4,0,12.6,13,ESE,48,NE,SSE,15,19,23,11,1006.1,1003.1,0,1,31.1,37.5,0,0,0
2011-01-22 00:00:00,AliceSprings,18.6,38.6,0,14,12.9,SE,46,ESE,ESE,15,26,23,19,1007.7,1004.6,1,6,31.8,38,0,0,0
2011-01-23 00:00:00,AliceSprings,21.6,39.7,0,12.6,13,E,48,NE,E,15,26,32,17,1007.4,1003.4,1,5,32.9,38.9,0,0,0
2011-01-24 00:00:00,AliceSprings,22.2,39.9,0,14.4,13.1,NE,39,N,NE,24,11,18,15,1005.8,1002,0,2,33.8,39.3,0,0,0
2011-01-25 00:00:00,AliceSprings,27.3,39.6,0,17.2,13,N,44,NNW,N,31,20,31,21,1007,1004.6,0,1,33.2,38.7,0,0,0
2011-01-26 00:00:00,AliceSprings,26.9,39.8,0,19.2,13,ENE,39,NNW,NNE,26,17,21,16,1010.6,1007.9,0,1,33.8,39,0,0,0
2011-01-27 00:00:00,AliceSprings,25.6,43,0,13.2,12.9,SE,59,SSW,SE,11,26,23,11,1011.2,1006.7,1,6,35.9,42.9,0,0,0
2011-01-28 00:00:00,AliceSprings,25.3,42.2,0,17.6,11.3,ENE,80,NE,NE,17,20,26,41,1010.7,1007.2,1,6,35.9,34.1,0,0.4,0
2011-01-30 00:00:00,AliceSprings,19.8,39.8,0,17,13,E,50,E,E,24,24,17,10,1010.3,1004.9,0,2,31.7,39,0,0,0
2011-01-31 00:00:00,AliceSprings,24.6,34.6,0,17.4,3.4,ENE,35,N,N,9,26,39,32,1008,1004.7,6,8,29.1,32,0,0,0
2011-02-01 00:00:00,AliceSprings,25.1,35,0,7.6,7.6,NE,69,N,NNE,17,19,42,32,1007.2,1003.2,6,7,30.4,34.6,0,5,1
2011-02-03 00:00:00,AliceSprings,22.5,35.7,29.2,7.6,11.3,SSE,33,E,SSE,13,17,60,34,1008.5,1003.6,7,5,28.4,35.1,1,0,0
2011-02-04 00:00:00,AliceSprings,24.5,34.7,0,8,5.8,SE,54,SE,S,20,30,61,41,1004.2,999.1,6,6,28.4,32.8,0,7.4,1
2011-02-05 00:00:00,AliceSprings,22.4,27.8,7.4,7.4,1.1,N,59,SW,SW,20,30,96,91,997.7,995,7,7,23.3,24.9,1,9,1
2011-02-06 00:00:00,AliceSprings,20.6,25.3,9,3.2,0,N,39,N,N,15,15,82,96,1000.6,1002.3,7,8,22.8,22.4,1,23.6,1
2011-02-07 00:00:00,AliceSprings,22.3,32.5,23.6,1,7.9,NNE,44,NNE,NE,22,22,76,46,1009.3,1006.5,7,4,25.2,31.8,1,0.4,0
2011-02-08 00:00:00,AliceSprings,22.5,32.9,0.4,6.6,8.6,E,43,E,ESE,17,22,79,50,1010.7,1007.3,6,7,25.9,31,0,2.4,1
2011-02-09 00:00:00,AliceSprings,22.4,33.8,2.4,5.8,8,E,46,N,SE,2,24,72,46,1011.7,1007.9,6,6,27.1,32.2,1,0,0
2011-02-10 00:00:00,AliceSprings,22.5,34.1,0,5.6,10.9,NNE,37,N,E,9,11,69,36,1010.2,1006.8,2,4,27.3,33.6,0,0,0
2011-02-11 00:00:00,AliceSprings,21.5,34.1,0,8,12,NE,35,NNE,NE,9,13,63,34,1011.1,1007.7,1,4,27.4,33.4,0,0,0
2011-02-12 00:00:00,AliceSprings,21.5,35.3,0,8.4,12.6,E,37,WSW,ENE,6,19,57,26,1010.8,1007.3,1,5,28.3,34.8,0,0,0
2011-02-13 00:00:00,AliceSprings,22,33.7,0,9.8,11.4,SE,59,SE,SE,15,43,67,42,1011.4,1008.5,3,6,27.5,31.2,0,0,0
2011-02-14 00:00:00,AliceSprings,22.1,33.8,0,10.4,12.2,SSE,35,SE,SE,17,15,54,36,1012.3,1008.2,3,3,26.7,33.2,0,0,0
2011-02-15 00:00:00,AliceSprings,20.3,35,0,9.6,9.7,ESE,35,ESE,ESE,15,7,46,32,1011.2,1007.9,5,7,27.5,33.8,0,0,0
2011-02-16 00:00:00,AliceSprings,22.3,34.9,0,8.2,5.4,S,56,SE,ENE,7,26,76,34,1011.1,1006.4,7,4,24.7,33.5,0,4.4,1
2011-02-17 00:00:00,AliceSprings,21.3,36.1,4.4,4.4,7.3,NW,57,E,E,11,17,67,31,1008.8,1004.3,2,5,27.6,35.1,1,9.8,1
2011-02-21 00:00:00,AliceSprings,21.4,30.4,16,10,11.1,SE,37,SE,SE,15,22,71,54,1012.7,1009.1,7,7,23.9,29.9,1,0,0
2011-02-22 00:00:00,AliceSprings,19.2,30.1,0,9.2,11.7,SSE,48,ESE,ESE,22,19,47,37,1012.4,1009.2,7,8,22.7,29.2,0,0,0
2011-02-23 00:00:00,AliceSprings,16.7,30.9,0,8.4,12.3,SE,41,ESE,ESE,15,24,39,23,1012,1007.9,5,3,22.9,30.4,0,0,0
2011-02-24 00:00:00,AliceSprings,17.9,34.5,0,9,10.8,ESE,54,ESE,ESE,11,24,37,34,1009.4,1005.4,1,5,26.4,33.7,0,0,0
2011-02-25 00:00:00,AliceSprings,19.1,34.7,0,9.2,11.8,E,44,N,ENE,7,13,46,24,1008.4,1004.6,1,5,28.1,34.2,0,0,0
