MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Rainfall,RainToday,RainTomorrow
12.9,29.9,30,9,13,75,41,1015.6,1012,7,2,18.4,29.1,0,0,0
5,18.6,56,11,30,81,58,1019.2,1018.2,8,8,12,14.6,0,0,0
16.9,21.4,24,2,17,80,76,1018.4,1015.8,8,4,18.3,20.5,0.8,0,1
14.6,22.7,19,7,2,100,62,1017.3,1014.7,8,1,15.7,21.9,34.2,1,0
14,23,43,7,20,95,57,1012.7,1008.7,8,8,16.4,21.8,1.4,1,1
12.2,22.5,39,0,19,95,42,1011,1008.6,4,1,16.9,22.4,8.2,1,0
10,14.2,35,17,15,84,79,1014.2,1013.5,8,8,10.3,11.2,0.8,0,0
7.3,17,39,26,22,81,63,1015.1,1013.6,4,7,9.8,16.8,1,0,0
5.5,19.6,19,4,7,100,58,1023,1021.2,8,6,9.4,19.2,0,0,0
6.8,20.7,24,0,15,93,56,1025.5,1021.3,7,7,11.3,19.8,0,0,0
7.6,16.3,30,17,22,94,89,1021.7,1019.5,7,8,14.2,15.8,0,0,1
4.1,13.3,17,7,13,100,71,1018.6,1017.8,8,8,6.9,12.6,0,0,0
4,14.5,20,4,11,99,68,1021.1,1017.5,8,5,8,13.8,0,0,0
5.5,20.3,28,0,13,91,49,1019.6,1016,8,1,9,20,0,0,0
7.2,17,26,4,7,92,72,1021.1,1019,8,5,11.7,16.3,0,0,0
7.5,21.4,13,0,7,100,56,1022.8,1019.5,5,7,12.5,21,0.4,0,0
6.4,14.8,43,24,20,81,56,1015.9,1016.2,5,6,9.2,13.6,0,0,0
3.2,17,17,0,9,94,58,1026.5,1023.7,8,2,7.6,16.4,0,0,0
0.9,15,13,0,0,100,59,1026.2,1022.9,8,5,5,13.3,0,0,0
1.9,15.6,22,0,9,90,54,1025.3,1021.7,8,7,6.8,15.2,0,0,0
7.8,17,24,4,11,82,96,1017.5,1015.2,2,8,10.9,11.8,0,0,1
5.5,9.4,59,19,22,87,86,1011.4,1008.6,8,8,7.6,8.6,29.4,1,1
6.7,13.2,35,13,13,95,79,1016.1,1015.3,7,8,7.9,12.2,6,1,0
5.7,15.4,20,2,13,100,63,1023.5,1022.2,8,1,7,15,0.4,0,0
5.7,13.7,31,9,9,84,72,1016.5,1012.6,7,8,9.7,13.4,3.6,1,0
4.8,14.5,35,9,19,100,86,1008.4,1005.1,8,8,6.3,10.8,0,0,1
0,14.8,11,2,6,100,64,1028.2,1025.2,7,5,3,12.5,0,0,0
0.2,15.6,13,0,6,100,50,1027.5,1024.4,8,1,4,15.1,0,0,0
2.3,16.7,43,6,17,97,65,1018.2,1013.8,7,8,7.3,15.4,0,0,0
1.4,10.3,20,4,6,98,86,1017.5,1015,8,7,5.5,9.9,0,0,0
4.4,11.6,26,9,13,93,89,1020.9,1020.5,8,7,8.8,10.2,0,0,0
-1.3,11.7,20,0,13,100,64,1023.5,1018.8,8,7,3,11.4,0,0,0
3,13.8,35,9,17,83,59,1013.4,1007.8,8,8,10.2,13.7,0.6,0,1
7.5,9.7,44,15,15,91,90,1006.6,1009,8,8,8.4,8.9,5.2,1,0
-1.7,10.6,24,4,17,100,68,1025.1,1025.3,8,8,0.3,10.4,0.8,0,0
0.2,11.3,24,9,9,98,89,1031.1,1029.9,8,8,8,10.9,0.4,0,1
3.1,13.3,28,9,20,100,81,1031,1028.4,8,8,7.7,12,1.4,1,0
1.8,13.7,15,0,7,93,67,1031.3,1027.7,8,8,6.1,13.1,0,0,0
1.2,12.3,15,0,7,100,74,1025.5,1019.4,8,7,5.5,11.8,0,0,1
5.5,15.5,35,0,19,100,68,1013.7,1008.8,7,8,9.9,14.8,3.8,1,1
0.6,11.7,39,0,19,100,68,1013.6,1011.6,8,8,4.3,11.1,4.6,1,1
3.7,9.6,26,7,9,100,91,1016.2,1014.7,8,8,6.5,8.2,3.8,1,1
0.2,15.1,24,0,9,95,60,1029,1024.2,1,1,5.2,14.3,0,0,1
5.2,11.9,44,7,22,95,97,1020.8,1015.6,7,8,9.1,11.2,2.4,1,1
9,14,39,15,15,87,73,1019.1,1017.8,2,3,10.8,13,27.2,1,0
7.1,15.8,24,6,13,100,81,1009.3,1008.5,7,8,12.5,14.3,15.4,1,1
9.8,14.5,48,11,19,97,72,1012.1,1010.2,7,7,10.3,13,14.2,1,1
6.4,11.3,33,17,17,89,64,1020.4,1021.6,7,8,7.2,10.2,9.4,1,1
7.2,12.4,22,7,15,94,89,1028.6,1027.2,8,8,10.1,12,2.8,1,0
8.7,15.4,19,0,9,100,66,1026.2,1022.8,8,8,10.2,14.2,0.4,0,0
7.7,15.3,39,4,19,84,69,1020.7,1017.8,2,8,10.8,11.9,0,0,0
-0.8,12.7,24,0,17,100,58,1024.5,1023.2,8,3,2.3,11.1,0.6,0,0
2.3,15.3,31,0,17,86,67,1028.7,1027.3,3,8,9.2,13.7,0,0,0
-0.1,16.1,13,0,4,100,49,1032.3,1028.3,1,1,5.6,15.5,0,0,0
2.9,14.6,28,0,13,94,64,1021.9,1016.8,8,8,7,14.1,0,0,1
6.7,11.5,17,9,9,96,86,1013.2,1012.3,8,4,7.8,10.3,6.2,1,1
4.1,13.2,28,6,15,100,71,1020.8,1020.1,8,8,5.9,12.4,4,1,1
2.5,14.9,24,0,13,95,53,1018.7,1015.8,8,7,6,13.3,0,0,0
1.5,14.9,28,0,9,99,62,1018.6,1015.9,7,8,5.8,13.8,0,0,1
3,16.6,54,11,19,92,59,1014.2,1010.6,8,8,8.6,15.4,2,1,1
4.1,11.9,50,17,17,86,60,1020,1020.7,5,6,6.1,11.1,1.4,1,0
5.7,11.8,65,22,19,87,82,1018,1017.7,1,8,8.7,7,11.2,1,0
2.1,13,26,6,11,100,67,1017.8,1015,8,2,6.2,12.6,1.2,1,0
6.2,14.7,33,0,17,88,63,1015,1010.3,8,8,9,13.2,0.6,0,1
6.4,11.7,50,19,31,95,69,1003.7,1001.3,7,8,6.8,10.6,13.4,1,1
3,14.9,37,0,20,99,74,1011,1012.5,8,8,6.7,12.8,6.6,1,0
2.1,12.4,17,2,6,89,55,1024.6,1020.4,8,2,6.4,11.7,0,0,0
2.1,16.4,33,7,19,84,45,1020.1,1015.3,2,1,7.9,15.6,0,0,0
8.2,13.6,43,24,2,79,96,1007.3,1004.1,8,7,11.8,11.7,1,0,1
5.3,11.4,46,15,20,90,70,1013.7,1012.9,8,8,6.1,11.1,9.4,1,1
6.1,10.7,28,6,13,86,63,1020.6,1019.6,8,8,7,10.6,2,1,0
7,14.2,31,15,19,85,50,1020.7,1020.5,3,6,10.2,13.8,0.8,0,0
-0.2,14.3,19,7,7,100,59,1026.4,1023.2,8,1,4.6,13.9,0,0,0
6.2,12.8,56,26,26,85,53,1012.1,1014.3,8,6,8.6,10.9,0.6,0,0
3.4,13.4,39,17,26,88,47,1019.1,1018,8,7,5.3,12.9,1,0,0
7.7,17.2,44,20,22,69,57,1009.5,1008.1,7,8,12.4,15.9,0.2,0,1
6.8,13.8,67,35,33,86,59,1006.8,1008.8,8,8,8,12.4,2.6,1,1
7.5,15.2,46,22,24,86,63,1017.9,1017.4,8,8,9.6,14,3.4,1,0
0.8,13.7,31,6,20,77,61,1022.5,1020.6,8,8,7.7,12.8,0,0,0
4.7,17.9,20,6,9,82,53,1019.8,1017.3,1,7,11.9,16.6,0,0,0
5,16.5,33,11,13,85,68,1017.4,1013.4,8,4,11.2,15.4,0,0,1
8.4,19.2,43,6,7,87,58,1017.8,1015.1,7,1,12.7,18.6,13.2,1,0
10.4,22.1,39,9,26,87,50,1018,1010.6,7,6,14,21.4,0.4,0,0
11.9,19.4,39,15,22,85,60,1015.5,1014.5,8,8,13.2,18.3,0,0,0
4.2,20.7,48,11,30,79,45,1009.4,1008.3,1,3,13,18.9,0,0,0
7.6,25.7,54,6,15,77,44,1014.5,1007.8,5,1,14.3,23.8,0,0,0
14.3,24.3,67,30,26,45,62,1000.8,1001.6,5,7,23.2,16.3,0,0,1
8.1,14,50,26,28,69,41,1010.5,1012.5,8,8,9,13,4.2,1,0
3.5,16.8,28,6,9,93,58,1016,1013,5,8,8.2,15.4,0,0,0
7.4,11.6,28,9,13,89,85,1007.5,1008,8,8,8.8,10.2,0.8,0,1
8.7,19,35,6,11,87,77,1016,1014.2,1,8,12.4,16.3,0,0,1
17.3,20.6,54,22,33,53,47,1007,1008.6,3,8,20.4,19.3,0,0,0
18.4,20,24,11,13,95,93,1011.2,1008.9,8,8,19.4,19.4,10.6,1,1
16.1,26.1,35,7,11,83,55,1012.8,1011.1,6,8,18.4,21.8,24.6,1,1
15.9,28.1,33,9,7,71,52,1013.3,1013.4,7,3,19.5,26.3,0.2,0,0
18.1,22.3,33,7,15,57,80,1011.7,1013.5,7,8,20.1,16.8,0,0,1
21.6,36.5,46,11,11,50,33,1009.9,1004.5,1,6,25.8,36.3,0,0,0
18.4,34.7,54,7,9,61,36,1007.6,1003.9,5,2,23.1,32.3,0,0,0
14.9,20.2,67,7,26,81,82,1015.7,1009.7,8,8,17.8,18.6,2.6,1,1
18.3,22.2,46,24,20,84,84,1013.1,1015.4,8,7,22.2,17.1,10.4,1,1
7,21.5,28,7,13,92,53,1017.9,1014.2,2,1,10.9,19.1,0.2,0,0
10.9,23,30,7,15,72,60,1013.6,1013.4,8,8,15.9,20.1,0,0,0
10.7,26.6,19,4,11,72,39,1027.3,1022.8,1,1,16.7,25.3,0,0,0
14.4,24.8,17,7,9,80,53,1013,1009.1,7,8,17.4,23.3,0,0,0
10.6,14.6,26,11,11,90,79,1010.7,1010.3,8,8,11.7,14.2,7,1,1
6,16.9,30,2,13,89,48,1020.8,1019.4,8,8,9.9,15.5,0,0,0
5.7,20.5,31,2,15,83,48,1023.9,1021.4,7,3,10.2,19.3,0,0,0
6,21.4,26,0,13,79,53,1024.8,1022,2,1,13.2,20.5,0,0,0
7.9,26.5,28,6,17,66,28,1017.8,1015.2,5,7,16.7,24.9,0,0,0
7.9,15.8,17,0,2,92,77,1024.2,1024.4,8,7,12.1,15.6,0.2,0,1
11.3,15.7,41,15,22,96,65,1015.3,1013.6,8,8,14,15,9.8,1,1
1.9,11.6,22,0,15,100,82,1015.8,1013.7,8,8,6.1,11.2,4.6,1,1
6.1,13.7,39,11,15,97,79,1012.2,1010,8,8,9.6,12,7.4,1,1
9.1,14,50,19,17,90,76,1010.7,1009.9,7,8,9.4,12.2,1.4,1,1
3.5,14.9,31,11,9,100,71,1015.9,1014.4,7,5,7.8,14.6,1.6,1,0
1.4,13.1,31,2,15,100,62,1018,1016,8,8,5.6,12.4,0,0,0
0.6,15,28,4,19,100,63,1020.4,1018,8,7,5,13.3,0.2,0,1
2.9,14.6,20,2,15,99,72,1020.3,1016,8,8,8.5,14.3,1.4,1,0
4.2,19.3,22,0,7,100,57,1030.3,1026.1,7,1,7.8,19,0,0,0
7.8,15.2,26,11,9,98,91,1026.6,1024.9,8,8,11.2,14.4,0.6,0,1
11.2,17.6,30,6,13,100,82,1026.2,1022.7,7,8,13.9,17,16,1,1
10.3,15.4,35,19,7,99,98,1015.9,1011.5,8,8,14.6,15.3,19.4,1,1
8.5,16.9,39,19,20,95,64,1020.1,1021.5,8,8,12,15.1,1.2,1,0
4.9,11.8,28,13,6,100,100,1011.4,1008.4,8,8,10,11.5,15,1,1
4.3,12.2,11,0,6,100,90,1009,1009.4,8,8,7.2,12,3.6,1,0
0.3,10.4,11,0,2,100,83,1014.1,1011.9,8,7,4.5,10.2,0.2,0,0
3.1,15.5,15,2,11,100,63,1016.5,1016,5,6,7,14.5,0.6,0,0
2,13.1,26,0,7,84,85,1026.9,1023.2,8,8,7.8,10.6,0,0,0
2,12.9,20,0,9,100,82,1026.8,1024.8,8,7,7.4,12.5,0,0,0
3.1,14.8,15,0,11,100,69,1025.7,1022.2,8,5,5.2,13.6,0,0,0
1.9,15.4,48,9,19,83,59,1016.4,1011.5,8,8,8.9,14.1,0.2,0,0
8.4,12.2,72,30,20,73,56,1011.7,1014,8,1,9,11.5,0,0,1
4.8,13.3,35,11,20,83,60,1021.6,1019.8,8,8,7.8,12.7,1.6,1,1
6.1,13,39,11,7,91,74,1028.1,1027.4,8,6,8.2,11.5,2.2,1,1
4.6,13.9,26,6,17,100,61,1033.4,1032.5,4,3,7.6,13.2,2.6,1,0
1.5,15.8,19,4,7,100,64,1032,1028.3,3,8,5.1,14.4,0,0,0
5,14.8,17,0,7,100,74,1029.4,1026.1,5,6,8,14,0,0,1
8,14,33,9,7,100,90,1025.2,1022.7,7,8,11.1,13,5,1,1
11.1,14.6,37,11,9,86,89,1022.1,1020.9,8,8,13.7,14,5,1,1
10.1,15.5,20,7,6,100,85,1024.6,1022.3,6,8,11.2,14.5,2.4,1,1
11.1,18,24,7,13,100,78,1022.1,1018.8,8,8,13.1,17.1,2,1,0
13.5,17.3,52,26,26,83,69,1010.3,1008.7,8,8,15.2,15.7,33.6,1,1
8.3,11.9,52,9,19,89,78,1006.5,1005.2,8,8,9.7,8.8,4.4,1,1
4.5,11.2,35,11,15,92,65,1016.6,1014.9,7,7,4.7,9.2,7.2,1,0
4.4,11.7,31,9,9,76,73,1018.6,1017.5,6,8,7.6,10.2,0,0,0
3.4,12.4,30,7,17,100,73,1023.7,1023.8,8,1,6.6,12.2,0.6,0,0
3.5,12.8,17,7,11,98,63,1029.4,1027.2,8,7,5.9,11.7,0,0,0
6.2,17.7,52,9,19,87,70,1021.6,1018.5,7,8,12.4,15.9,5,1,0
5.7,13.2,24,0,17,100,90,1021.4,1021.4,8,8,9.7,11.1,0.2,0,0
5,14.5,17,0,4,100,72,1025.8,1023.4,8,2,5.6,13.9,0,0,0
2.8,14.3,13,4,9,100,65,1024.3,1020.3,7,1,7,13.8,0,0,0
7,15.9,52,0,24,87,55,1016.3,1012.1,8,8,10.1,14.2,0,0,1
4.7,10.4,43,13,17,87,83,1018.6,1014.5,1,8,6.3,9.3,1.2,1,0
6.3,13.1,48,15,19,89,62,1015.3,1015.6,8,3,8.4,12,1,0,1
7.4,13.3,26,13,15,96,85,1017.6,1014.5,8,8,8.1,11.7,1.6,1,1
8,13.6,37,24,20,74,68,1009.2,1010,8,8,12.5,13.1,2.8,1,0
3.4,11.5,28,7,11,94,89,1014.4,1010.7,8,8,7.6,10.2,0.4,0,1
2.6,11.2,20,9,11,95,85,1019.8,1016.6,8,8,7.2,10.4,0,0,1
2.9,15.6,20,9,13,100,58,1019.2,1014.9,8,8,5.8,14.9,0,0,1
4.6,14.5,41,17,15,79,57,1015.8,1014.9,8,8,9.1,12.6,1.2,1,0
6.4,14.4,44,9,15,78,58,1010.9,1011.5,8,8,10.4,14,3.8,1,0
2.2,11,28,11,11,94,67,1018.4,1015.5,8,8,6.4,10.4,0.2,0,1
6.4,11.9,44,15,17,89,85,1012.6,1010.6,8,8,8.7,10.7,4.2,1,1
8.6,12.3,44,22,19,94,94,1011.6,1011.9,8,8,10.1,11.4,8.8,1,1
6,15,22,9,0,100,75,1023.3,1023.8,8,8,9,13.6,4.2,1,0
8.1,16.2,24,7,15,87,64,1026.6,1024.4,8,8,11.8,15.1,0,0,0
9.5,17.1,28,2,9,76,61,1025.9,1023.4,8,8,12.2,16.3,0,0,0
9.8,20,57,11,26,84,51,1018.8,1011.4,5,1,15,19.4,2.8,1,1
13.6,20.9,22,7,7,82,61,1026.6,1023.4,8,8,16.7,20.8,0,0,0
6.2,16,35,15,26,79,64,1013.7,1012,7,7,9.8,14.5,0.4,0,0
7.7,13.6,30,7,9,93,99,1012.7,1006.8,7,7,10.9,12.1,3.2,1,1
10.8,18.4,35,7,22,100,82,1002.2,999.6,8,8,13.4,16.5,37.4,1,0
11.2,18.7,70,11,11,92,76,1003,999.6,8,8,13.3,16,0.2,0,1
7.7,14,39,20,20,79,67,1008.7,1007.6,5,8,9.7,12.8,1.2,1,1
7.3,14.9,43,22,19,87,72,1009.1,1010.7,8,6,9.4,13.6,2,1,0
10.3,16.7,70,35,35,84,50,1006.6,1011.3,8,6,10.3,15,0.8,0,1
15.8,17.2,72,17,30,87,56,1002.9,1008,8,8,16.3,15.7,1.6,1,1
4.6,15.5,44,15,24,77,49,1018.4,1018.5,1,7,8.1,13.7,2.2,1,0
11.2,17.7,69,26,46,62,43,1006.3,1012,8,1,13.9,14.8,0,0,0
13.3,18.2,46,17,20,90,87,1008.4,1010.5,8,8,13.8,14.6,2.6,1,0
7.9,16.5,56,26,22,62,37,1017.6,1019.2,6,8,10.1,14.2,0.4,0,0
10.5,21.3,43,20,24,52,50,1018,1015.8,8,1,14,19.4,0,0,1
10.6,17.1,46,17,26,57,61,1020.7,1019,8,8,14.1,15.9,5.8,1,1
12.1,18.6,46,11,26,75,65,1015,1011.4,8,8,14.3,17.1,4.4,1,0
10.1,17.2,31,13,22,86,55,1015.7,1015.1,8,8,11,15.3,0.4,0,0
8.2,21.5,35,9,15,69,48,1016.4,1014.9,5,7,14.4,19.7,0,0,0
16.8,27.2,31,2,11,63,50,1010.3,1007.7,6,1,19.5,25,0,0,0
21.5,23.7,54,9,7,62,93,1004,1002.3,1,8,22.9,18.3,0,0,1
10.1,17.5,56,20,28,90,60,1000.8,1001.3,8,6,10.1,14.6,29.4,1,1
12.1,22.4,44,19,30,60,35,1008.7,1008.1,5,5,15,20,0,0,0
10.9,24.5,43,20,19,43,33,1010,1008.8,1,5,17.5,22,0,0,0
18.3,23.9,37,20,19,93,68,1010.7,1011,8,3,18.3,20.8,5.2,1,1
16.7,27.7,31,6,20,61,22,1006.1,1005.8,1,1,22.3,26.4,0,0,0
18.9,30.6,44,6,15,40,32,1003.1,999.1,8,8,22.3,27.5,0.2,0,0
16.9,29,31,17,15,48,38,1020.8,1019.1,8,1,21.1,26.8,0,0,1
20.1,23.4,41,20,15,84,86,1010.8,1006.7,8,8,20.5,20.7,2.8,1,1
19.2,23.1,20,13,13,99,98,998.9,994.8,8,8,20.1,22,21.8,1,1
15.3,33.4,35,6,17,72,32,1010.2,1005.8,4,2,19.4,30.6,0,0,0
11.6,22.8,46,13,24,80,30,1010.1,1011.4,8,1,13.6,21.4,1.6,1,0
16.4,27.7,31,15,17,58,47,1020.2,1019.2,2,8,19.6,26.3,0,0,1
17,27.2,50,0,7,94,54,1020.9,1018,8,6,18.5,25,8.8,1,0
19.7,31.5,28,13,7,76,44,1017.2,1013.9,1,7,22.1,29.6,0.2,0,0
16.1,32.6,41,2,19,76,35,1017,1014.4,6,3,21.6,32.6,0.2,0,0
19,30.1,31,6,19,90,33,1017.9,1015.2,8,1,20,29.1,2.8,1,0
9.4,25.1,37,7,13,77,47,1016.4,1015.1,8,8,14.9,23.2,0,0,0
12.8,27.8,31,4,19,87,42,1020.4,1019.7,6,1,17,25.2,0,0,0
14.4,21.9,24,2,9,83,78,1023.8,1021.4,8,8,17.4,21.2,0,0,1
17.4,26.2,28,9,15,100,68,1018.7,1016.1,8,8,18.3,23.4,16.6,1,0
17.6,25.8,20,6,7,92,56,1016.1,1013.1,8,1,19.2,25.2,0.4,0,0
13.8,19.7,22,6,9,86,98,1020.4,1020.8,5,8,18.3,17.1,0.4,0,1
17.6,21.6,17,0,9,94,81,1016.7,1016.9,8,8,19.1,21,1.6,1,1
14.9,19.6,48,11,9,95,88,1019,1017.7,8,8,14.9,17.7,9,1,1
14.5,23.3,30,9,9,100,67,1020.3,1018.9,8,7,16,21.3,16.8,1,0
12.8,24.9,30,6,7,79,41,1025.3,1021.2,5,1,16.5,24.1,0,0,0
15.8,18.2,20,9,7,96,85,1021.2,1018.4,8,8,16.1,17.9,5,1,1
15.7,17.6,20,11,13,100,100,1015.2,1010.5,8,8,16.5,17.3,12.4,1,1
16.4,24,30,7,15,100,68,1007.2,1005.8,8,8,17.5,23.7,66.2,1,0
7.9,21.5,37,0,19,89,57,1018.4,1014.3,8,8,12.6,20.2,0,0,0
3.8,16.4,24,0,17,86,49,1020.2,1018.1,4,7,10.6,15,0,0,0
12.3,22.5,31,6,13,82,52,1017.3,1013.9,3,1,16.6,21.8,1.6,1,0
11.1,22.8,41,0,24,90,46,1014.9,1012.5,7,1,14.7,22.1,0,0,0
10.4,22.6,52,0,13,94,65,1016.3,1009.7,8,8,14.8,22.2,0,0,1
10.5,18.1,28,17,11,89,58,1016.2,1015.7,8,2,11.9,17.4,15,1,0
5.1,14.5,26,6,11,83,52,1008.4,1002.3,8,8,8.5,14.1,0,0,1
8.4,12,30,6,19,96,82,998.4,998.4,7,6,9.5,12,3.8,1,0
7.9,15.1,39,24,22,77,53,1006.7,1009.2,3,4,9.9,13.5,0.4,0,0
9.1,15,30,17,11,78,60,1020.3,1020,8,8,11.2,14.3,0,0,0
3.3,17.8,17,0,7,74,61,1026,1021.7,5,1,8.9,17.5,0,0,1
8.9,13.9,22,4,13,99,97,1021.9,1019,7,7,11.6,13.4,2.6,1,1
4.9,18.8,20,0,9,88,65,1029.1,1025.6,6,8,9.8,18,0,0,0
6.1,18.5,15,2,11,99,62,1028.2,1025.3,8,8,10.7,18.1,0,0,0
6.5,19.5,11,0,7,87,66,1029.7,1026.2,4,1,12.9,19.2,0,0,0
9.2,18.7,11,4,6,98,70,1028.7,1025.5,7,8,11.3,18.4,0,0,0
7.8,19.6,33,0,13,95,68,1026.2,1022.6,8,1,11.3,19.1,0,0,1
10.1,20.5,19,6,13,100,68,1023,1020.7,8,8,13.9,19.9,4.2,1,0
9.4,20.3,15,0,7,100,77,1025.2,1022.8,8,6,11.9,19.2,0,0,0
8.1,20.4,19,6,7,100,80,1017.8,1014.4,3,8,12.2,16.6,0.2,0,1
11,19.1,22,2,13,100,72,1017.5,1015.7,7,3,13.9,17.9,1.4,1,0
7.7,18.8,15,0,11,100,77,1020.1,1018,1,2,11.5,18.3,0,0,0
12.4,17.5,63,13,20,68,95,1012.2,1006.4,7,8,17.4,14.2,0.6,0,1
10.6,14,26,13,15,93,88,1014.4,1015.9,7,8,11.9,13.5,36.4,1,0
8.8,17.5,13,6,2,100,64,1025,1023.5,8,1,11,16.5,0.4,0,0
5.5,18.7,22,4,7,98,67,1024.2,1019.4,6,8,10,18.1,0,0,1
10,14,24,9,6,95,95,1018.2,1017.9,8,8,12.7,13.7,8.2,1,1
10.1,15.8,26,7,11,99,79,1018.9,1016.8,8,2,11.4,15.2,2.2,1,0
11.4,13.8,30,15,15,89,82,1019.3,1019,8,8,11.6,13.6,0.6,0,1
7.9,12.2,20,0,9,100,100,1016.1,1013.2,8,8,10.3,12.2,3.6,1,1
1.7,11.7,43,0,9,100,98,1023.8,1021.8,7,8,5.7,10.6,0,0,1
5.7,13.8,22,11,0,95,77,1027.9,1028.7,7,1,8.7,12.2,6.8,1,0
4.2,11.3,13,7,0,100,84,1032.5,1030.2,8,4,6.4,11.2,0,0,0
5.8,12.2,52,20,28,80,86,1011.3,1003,8,8,11.9,11.9,0,0,1
5.7,12.2,67,24,35,95,70,1004.1,1002.1,8,8,5.8,11.7,8.6,1,1
5.8,13.2,48,20,22,86,73,1015,1016,8,8,9.8,12.3,7.6,1,1
9,12.4,44,17,24,78,74,1002,998.9,2,7,9.6,10.9,1.4,1,1
6.4,10.7,56,22,20,98,84,1004.9,1006.3,8,8,7.5,10.4,5,1,1
2,10.1,28,6,17,97,73,1019.9,1020.3,1,8,4.9,9.8,1.2,1,0
4.9,11.1,48,9,11,100,80,1027.8,1028.2,8,8,7.8,10.5,1,0,0
4.7,13.9,13,0,2,100,68,1028.8,1024.8,7,1,6.1,13.4,0,0,0
3.6,13.9,22,7,15,100,67,1021.8,1017,8,1,4.1,13,0.2,0,1
4.1,11.1,39,17,11,93,85,1016.3,1015.9,8,8,8.6,10.4,1.8,1,0
7.2,9.6,33,13,19,94,89,1016.2,1015.1,8,8,7.5,8.9,0,0,0
4.8,10.7,19,6,6,100,77,1018.4,1016.5,3,8,6.6,10.6,0,0,0
6.1,13.3,30,0,17,93,70,1016.7,1011.6,8,8,8.3,12.4,0,0,1
5,11.6,43,11,13,89,87,1003.2,998.8,7,8,6.9,8.4,3.8,1,1
6.7,10.5,35,19,17,87,91,1008.7,1010.6,3,8,7.8,8.5,9.8,1,0
7.1,11.3,28,9,13,91,86,1021,1019.5,8,8,7.7,9.9,0.4,0,1
7.4,12.3,39,9,28,98,59,1019.6,1020.6,8,6,7.8,11.2,4.4,1,0
-0.9,12.6,13,2,9,100,54,1034,1029.8,3,8,3.7,11.9,0.2,0,0
3.5,11.3,24,6,13,96,90,1022.7,1018.1,8,8,6,11,0.2,0,1
8.1,12.4,50,26,22,86,56,1013,1011.7,8,3,8.9,11.6,2,1,1
0.3,13.2,15,2,6,100,58,1027.5,1024.1,4,1,3.4,12,0,0,0
1,12.4,20,0,11,96,79,1019.8,1016.4,8,7,5.5,11.6,0,0,1
2.2,17.8,46,0,11,100,61,1021,1019.5,8,4,8.1,16.2,1.8,1,0
4.2,13.6,20,4,9,100,77,1025.4,1023.9,8,7,6.7,13.2,0.2,0,0
6.7,12.7,15,7,6,100,83,1027.3,1025.2,8,7,7.6,11.1,0,0,0
2.7,15,24,0,17,100,66,1022.5,1018.4,8,1,4.8,14.4,0.2,0,0
3,16.9,41,0,22,100,58,1018.4,1015.1,7,7,7.9,15.9,0,0,0
7.9,15.4,43,24,17,84,78,1017.7,1016.2,8,8,12.9,15,0,0,0
4.7,8.7,54,13,19,85,81,1010.3,1010.4,8,3,5.9,6.7,1,0,1
0.1,10.5,11,2,2,100,81,1035,1031.5,8,8,3.7,10,0.2,0,0
3.6,14.6,26,0,11,92,63,1032.2,1029.4,8,8,8.8,13.4,0,0,0
2,13.8,13,6,7,100,73,1032.6,1030.3,8,8,6.7,13,0,0,0
1.7,14.2,17,4,4,100,64,1031.6,1027.5,8,8,6.6,14,0,0,0
5.5,14.6,39,2,24,95,49,1023.3,1022.3,2,1,9,13.3,0,0,0
-1.3,12,20,6,2,81,41,1029,1027.3,7,6,4.6,11.5,0.2,0,0
0.9,15.3,15,4,6,87,64,1022.7,1018.1,2,8,7.1,15.1,0,0,0
6.6,11.6,22,9,13,75,89,1013.9,1011.5,8,8,10.6,11.5,0,0,1
7.6,18.3,30,6,20,81,52,1013.6,1013.2,7,8,11.1,17.5,6.6,1,0
4,18.7,52,0,7,86,54,1020.8,1019.8,4,6,10.3,17.4,0,0,0
3.8,17.8,26,6,13,93,67,1028.8,1025.6,8,8,9.4,16.3,0,0,0
2,17.3,13,4,9,100,47,1027.3,1024.1,8,7,6.8,15.2,0,0,0
4.7,20.2,30,17,15,63,39,1026.2,1024.1,4,3,14.7,19.8,0,0,0
4.6,20.5,43,9,17,83,40,1014.7,1008.8,8,8,11.5,19.4,0,0,0
6.6,15.6,61,17,35,79,73,1014.3,1014.6,2,8,10.8,10.4,1,0,0
0.2,16.3,24,2,9,70,49,1020.1,1017.2,5,7,8.2,15.5,0,0,0
11.7,18.4,78,20,17,66,82,1013.2,1006.8,8,6,15.1,15.9,0.2,0,1
7.7,16.5,35,11,13,85,63,1012,1013.2,4,8,11.6,16.3,12.4,1,0
10.1,17.8,54,20,28,70,61,1018.2,1017.4,7,8,14,16.7,0,0,0
3.2,20.1,33,9,19,100,47,1022,1018.4,8,3,8.9,18.1,0,0,0
4.8,20.7,28,7,17,81,46,1017.6,1012.2,5,8,12,19.7,0,0,0
7.8,19,37,13,11,68,64,1009.7,1008.4,3,8,13.6,18.1,0,0,0
6.8,16.1,48,9,28,74,54,1015,1013.9,3,5,11.7,14.7,0.2,0,0
12.7,21.8,30,17,7,93,60,1013.1,1012.8,8,2,13.5,21,41,1,0
6.8,17.8,28,9,6,93,67,1018.2,1016.9,8,1,10.1,16.6,0.6,0,0
