MinTemp,MaxTemp,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,Rainfall,RISK_MM,RainToday,RainTomorrow
18.8,22.6,33,13,20,90,95,1009,1006.8,8,8,18.9,20,4,25.4,1,1
17.4,20.6,44,11,22,95,94,1011.4,1009.2,7,7,19.8,19.6,27.6,110.8,1,1
17.4,20.6,44,11,22,95,94,1011.4,1009.2,7,7,19.8,19.6,27.6,110.8,1,1
18.8,25.6,52,9,22,69,41,1009.2,1008.6,3,4,20.4,25.2,110.8,0.6,1,0
18.5,24.8,26,6,15,92,70,1015.6,1015.6,8,7,19.6,23.7,3.4,3.6,1,1
18.5,24.8,26,6,15,92,70,1015.6,1015.6,8,7,19.6,23.7,3.4,3.6,1,1
16.1,26.9,31,7,11,88,52,1019.4,1017.5,7,6,17.8,24.2,3.6,0,1,0
17.2,23.4,31,7,11,84,73,1013.5,1011.1,7,7,19,23,2.2,0,1,0
17.2,23.4,31,7,11,84,73,1013.5,1011.1,7,7,19,23,2.2,0,1,0
13.1,19.5,54,13,28,83,50,1011.4,1011,7,7,16.1,16.8,3.4,0.2,1,0
13.1,19.5,54,13,28,83,50,1011.4,1011,7,7,16.1,16.8,3.4,0.2,1,0
16.8,18.8,48,6,17,95,93,1015.1,1010.8,8,8,17.3,18,10.2,21.4,1,1
16.8,18.8,48,6,17,95,93,1015.1,1010.8,8,8,17.3,18,10.2,21.4,1,1
12.4,18.8,39,19,22,83,45,1016.2,1017.7,2,2,14,18.7,21.4,0,1,0
9.3,14.6,43,17,19,80,50,1016.4,1016.4,6,2,9.8,13.6,7.4,0,1,0
9.3,14.6,43,17,19,80,50,1016.4,1016.4,6,2,9.8,13.6,7.4,0,1,0
12,14.5,26,15,15,91,96,1008.8,1004.6,7,8,12.7,13.4,3.8,26.2,1,1
12,14.5,26,15,15,91,96,1008.8,1004.6,7,8,12.7,13.4,3.8,26.2,1,1
10.8,20.7,30,0,13,80,40,1008.3,1009.3,2,2,14.5,19.6,26.2,0,1,0
12.1,17.3,35,11,19,95,83,1006,1002.9,7,7,12.5,13.4,20,7.2,1,1
12.1,17.3,35,11,19,95,83,1006,1002.9,7,7,12.5,13.4,20,7.2,1,1
8.4,18.7,33,15,11,67,49,1014.3,1014.5,3,3,13.9,18.4,3.6,0,1,0
8.4,18.7,33,15,11,67,49,1014.3,1014.5,3,3,13.9,18.4,3.6,0,1,0
4.1,12.1,41,19,20,85,57,1021.8,1021.6,6,5,6.2,11.9,3.8,0,1,0
4.1,12.1,41,19,20,85,57,1021.8,1021.6,6,5,6.2,11.9,3.8,0,1,0
8.6,16.9,69,22,24,92,89,1012.9,1012.4,7,7,11.8,9,8.8,0.8,1,0
8.6,16.9,69,22,24,92,89,1012.9,1012.4,7,7,11.8,9,8.8,0.8,1,0
6.1,11.4,35,13,15,87,65,1021.5,1021.1,7,4,7.1,10.6,23.2,0.2,1,0
6.1,11.4,35,13,15,87,65,1021.5,1021.1,7,4,7.1,10.6,23.2,0.2,1,0
3.8,10.5,30,9,17,94,76,1030.4,1030,7,3,5.4,9.4,8.2,0.2,1,0
3.8,10.5,30,9,17,94,76,1030.4,1030,7,3,5.4,9.4,8.2,0.2,1,0
3.2,11.5,31,2,17,93,70,1020.1,1020.1,1,6,8.4,10.7,17.8,0.2,1,0
3.2,11.5,31,2,17,93,70,1020.1,1020.1,1,6,8.4,10.7,17.8,0.2,1,0
10.4,16.2,24,4,15,97,64,1021.6,1020.2,8,1,11.2,14.7,9.8,0.2,1,0
10.4,16.2,24,4,15,97,64,1021.6,1020.2,8,1,11.2,14.7,9.8,0.2,1,0
8,11.5,50,24,20,84,82,1011.1,1010.8,7,7,8.3,10.2,19.2,9.8,1,1
8,11.5,50,24,20,84,82,1011.1,1010.8,7,7,8.3,10.2,19.2,9.8,1,1
6.1,11.4,48,19,20,86,63,1020.5,1022.2,3,3,6.5,11.2,9.8,0,1,0
10.7,15.1,20,9,9,94,91,1019.2,1015.6,8,8,11.9,11.7,4,3,1,1
10.7,15.1,20,9,9,94,91,1019.2,1015.6,8,8,11.9,11.7,4,3,1,1
9.5,14.8,20,9,11,90,87,1016.3,1013.9,7,8,11.1,14.7,3,0,1,0
5.3,12.4,44,15,24,93,62,1018.2,1018.9,8,7,7.3,11.3,15.8,0,1,0
5.3,12.4,44,15,24,93,62,1018.2,1018.9,8,7,7.3,11.3,15.8,0,1,0
6.1,16,48,24,28,85,91,1013.8,1010.4,8,8,11.3,11.2,3.6,30.4,1,1
6.1,16,48,24,28,85,91,1013.8,1010.4,8,8,11.3,11.2,3.6,30.4,1,1
5.6,13.9,54,17,37,96,58,1006.4,1008.5,8,2,7.7,13.5,16.6,0.2,1,0
5.6,13.9,54,17,37,96,58,1006.4,1008.5,8,2,7.7,13.5,16.6,0.2,1,0
6.3,12.1,57,17,30,97,64,1015.7,1014.4,8,6,7.5,11.5,6,3,1,1
6.3,12.1,57,17,30,97,64,1015.7,1014.4,8,6,7.5,11.5,6,3,1,1
2.9,12.1,33,13,20,76,90,1017.4,1007.2,7,8,7,8.5,0,8.6,0,1
2.9,12.1,33,13,20,76,90,1017.4,1007.2,7,8,7,8.5,0,8.6,0,1
6.2,15.3,46,9,26,91,58,1010.1,1009,7,6,11,13.7,8.6,0.2,1,0
7.9,13.8,48,17,22,90,44,1014.8,1011.6,7,6,8.7,13,1.4,1,1,0
7.9,13.8,48,17,22,90,44,1014.8,1011.6,7,6,8.7,13,1.4,1,1,0
5.8,10.6,50,19,19,88,80,1004.6,1002.2,7,6,7.4,9.3,5,1.8,1,1
5.8,10.6,50,19,19,88,80,1004.6,1002.2,7,6,7.4,9.3,5,1.8,1,1
7.3,12.8,44,24,28,92,52,1010.3,1012.9,8,6,9.1,11.4,1.8,0.8,1,0
12.1,17.5,67,30,28,91,84,1007,1001.6,8,8,16.6,15.5,11.4,17.8,1,1
12.1,17.5,67,30,28,91,84,1007,1001.6,8,8,16.6,15.5,11.4,17.8,1,1
4.9,14.3,43,9,22,82,85,1020.7,1019.2,7,6,9.9,10.8,1.4,5,1,1
4.9,14.3,43,9,22,82,85,1020.7,1019.2,7,6,9.9,10.8,1.4,5,1,1
5.1,14.7,17,6,6,86,54,1026.3,1024.5,7,4,7.7,14.5,5,0,1,0
10.2,14.2,61,9,31,97,69,1005.5,1006.8,7,6,11.9,12,19.6,1.8,1,1
10.2,14.2,61,9,31,97,69,1005.5,1006.8,7,6,11.9,12,19.6,1.8,1,1
3.6,16.3,22,2,9,100,48,1020.6,1019.6,8,2,7.4,15.4,1.8,0,1,0
5.7,14,44,20,26,75,56,1016.3,1016.5,3,5,8,12.1,7,0.2,1,0
5.7,14,44,20,26,75,56,1016.3,1016.5,3,5,8,12.1,7,0.2,1,0
7.2,16.3,48,20,26,73,42,1020.9,1020.7,3,1,9.7,15.7,9,0,1,0
7.2,16.3,48,20,26,73,42,1020.9,1020.7,3,1,9.7,15.7,9,0,1,0
14.7,18.8,35,15,11,96,95,1018.3,1014.6,8,8,15.2,17.6,36,46.6,1,1
14.7,18.8,35,15,11,96,95,1018.3,1014.6,8,8,15.2,17.6,36,46.6,1,1
14.4,19.3,78,26,13,96,88,991.5,984.2,8,7,18.4,18.4,19.6,22.2,1,1
14.4,19.3,78,26,13,96,88,991.5,984.2,8,7,18.4,18.4,19.6,22.2,1,1
4.4,12.9,61,35,28,75,53,1004.7,1008.7,7,5,5.4,10.8,22.2,0.2,1,0
11,21.2,28,9,13,82,56,1020.5,1019.1,7,1,15.1,19.9,6.4,0,1,0
11,21.2,28,9,13,82,56,1020.5,1019.1,7,1,15.1,19.9,6.4,0,1,0
13.6,21.1,48,17,26,68,49,1012.7,1012.6,3,7,16,19.2,28.6,0,1,0
13.6,21.1,48,17,26,68,49,1012.7,1012.6,3,7,16,19.2,28.6,0,1,0
20.2,22.1,30,11,15,90,93,1014.3,1013.9,7,7,21.6,19.4,9.8,21.2,1,1
20.2,22.1,30,11,15,90,93,1014.3,1013.9,7,7,21.6,19.4,9.8,21.2,1,1
16.8,23.4,30,7,17,82,41,1014.5,1011.9,7,7,18.1,22.5,21.2,0,1,0
18,26.9,30,19,9,88,52,1018.2,1016.2,7,6,19.2,23.6,2,0.4,1,0
18,26.9,30,19,9,88,52,1018.2,1016.2,7,6,19.2,23.6,2,0.4,1,0
18,22,52,15,15,88,67,1008.4,1008.1,7,7,18.6,20.8,4.6,11.4,1,1
18,22,52,15,15,88,67,1008.4,1008.1,7,7,18.6,20.8,4.6,11.4,1,1
12.7,21.3,35,17,17,61,88,1013.5,1013.9,7,8,20.1,18.3,1,10.2,0,1
12.7,21.3,35,17,17,61,88,1013.5,1013.9,7,8,20.1,18.3,1,10.2,0,1
17.1,26.9,67,17,11,64,70,1015.2,1011.5,6,7,21.5,23.7,1.4,52.6,1,1
17.1,26.9,67,17,11,64,70,1015.2,1011.5,6,7,21.5,23.7,1.4,52.6,1,1
16.8,28.1,41,22,26,75,44,1015.3,1011.4,1,1,21.5,27.5,52.6,0,1,0
19,27.1,35,9,15,96,46,1009.4,1007.3,8,4,20.3,26.7,67.6,3.6,1,1
19,27.1,35,9,15,96,46,1009.4,1007.3,8,4,20.3,26.7,67.6,3.6,1,1
16.9,24.3,46,17,26,58,27,1010.9,1008.5,3,1,19.4,23.5,3.6,0,1,0
7.8,19.7,52,31,28,73,45,1002.7,1004.8,7,7,11.1,17.7,9.6,0,1,0
7.8,19.7,52,31,28,73,45,1002.7,1004.8,7,7,11.1,17.7,9.6,0,1,0
16.2,33,41,7,13,84,23,1006.2,999.4,4,3,21.8,32.2,4,0,1,0
16.2,33,41,7,13,84,23,1006.2,999.4,4,3,21.8,32.2,4,0,1,0
19.6,31.5,59,31,24,54,42,1013.5,1010.6,5,6,25.9,30.1,2.4,0,1,0
19.6,31.5,59,31,24,54,42,1013.5,1010.6,5,6,25.9,30.1,2.4,0,1,0
20.5,32.5,44,24,22,57,44,1008,1005.4,6,7,26.7,31.6,3.6,4.4,1,1
20.5,32.5,44,24,22,57,44,1008,1005.4,6,7,26.7,31.6,3.6,4.4,1,1
22.6,26.3,54,24,2,57,85,1007.6,1006.1,7,7,24.5,22.1,0,14.6,0,1
22.6,26.3,54,24,2,57,85,1007.6,1006.1,7,7,24.5,22.1,0,14.6,0,1
20.9,32.9,26,0,9,90,36,1008.9,1006.8,7,1,23.1,31.4,14.6,0,1,0
18.2,33.9,39,15,11,70,34,1010.5,1005.9,3,3,21.3,31.4,3.4,0,1,0
18.2,33.9,39,15,11,70,34,1010.5,1005.9,3,3,21.3,31.4,3.4,0,1,0
22.8,34.6,57,9,7,94,50,1014.1,1011.4,8,7,23.5,32.1,13,59.4,1,1
22.8,34.6,57,9,7,94,50,1014.1,1011.4,8,7,23.5,32.1,13,59.4,1,1
24.3,33.5,61,9,20,84,91,1013.1,1010.5,7,7,26.6,23.8,0.4,16,0,1
24.3,33.5,61,9,20,84,91,1013.1,1010.5,7,7,26.6,23.8,0.4,16,0,1
15.5,21.2,43,20,24,88,43,1016.5,1019.7,7,6,15.5,19.3,15.2,0,1,0
15.5,21.2,43,20,24,88,43,1016.5,1019.7,7,6,15.5,19.3,15.2,0,1,0
20.4,28.8,28,13,17,93,55,1014.1,1012.9,7,4,21.4,28.1,32.6,0,1,0
20.4,28.8,28,13,17,93,55,1014.1,1012.9,7,4,21.4,28.1,32.6,0,1,0
17.2,29.7,22,2,6,84,61,1012.7,1010.8,7,3,21.5,26.9,25.4,0.2,1,0
17.2,29.7,22,2,6,84,61,1012.7,1010.8,7,3,21.5,26.9,25.4,0.2,1,0
16,26.4,41,7,24,83,52,1010.2,1010,5,6,19.8,24.8,22.4,0,1,0
16,26.4,41,7,24,83,52,1010.2,1010,5,6,19.8,24.8,22.4,0,1,0
19.7,25,24,0,13,84,69,1009.2,1009.8,7,7,21.1,23.3,1.6,0,1,0
19.7,25,24,0,13,84,69,1009.2,1009.8,7,7,21.1,23.3,1.6,0,1,0
18.3,20.6,26,13,9,94,98,1012.8,1012.4,8,8,18.9,19,14.2,19.8,1,1
18.3,20.6,26,13,9,94,98,1012.8,1012.4,8,8,18.9,19,14.2,19.8,1,1
17.7,26.3,28,11,15,89,61,1015.4,1014,6,5,19.5,24.9,19.8,0,1,0
18.2,25.9,30,9,2,92,68,1020.8,1019.1,7,7,20.5,25.5,6.6,0.6,1,0
18.2,25.9,30,9,2,92,68,1020.8,1019.1,7,7,20.5,25.5,6.6,0.6,1,0
18.4,26.6,33,2,7,92,64,1001.6,1000.8,7,7,19.9,24.5,14,0,1,0
18.4,26.6,33,2,7,92,64,1001.6,1000.8,7,7,19.9,24.5,14,0,1,0
13.6,20.5,48,17,30,93,68,1005.3,1005.1,8,7,14.5,18.9,4.2,4.2,1,1
13.6,20.5,48,17,30,93,68,1005.3,1005.1,8,7,14.5,18.9,4.2,4.2,1,1
12.5,22.7,35,13,13,82,52,1011.9,1012.6,7,6,13.7,19.9,4.2,0,1,0
8.2,21.1,26,7,7,88,59,1016.6,1014.7,2,6,12.9,19.7,8,0.8,1,0
8.2,21.1,26,7,7,88,59,1016.6,1014.7,2,6,12.9,19.7,8,0.8,1,0
1.8,11.5,54,22,31,84,49,1012,1010.1,6,6,8.6,10.3,2.2,0.6,1,0
1.8,11.5,54,22,31,84,49,1012,1010.1,6,6,8.6,10.3,2.2,0.6,1,0
5.9,13.6,52,9,20,94,75,1015.4,1013.2,7,7,10.5,13,5.6,0.4,1,0
5.9,13.6,52,9,20,94,75,1015.4,1013.2,7,7,10.5,13,5.6,0.4,1,0
12.3,13.9,48,15,24,89,94,1004.5,1002.3,7,7,13,12.9,5.6,7.8,1,1
12.3,13.9,48,15,24,89,94,1004.5,1002.3,7,7,13,12.9,5.6,7.8,1,1
9.9,13.6,24,11,15,90,69,1008,1008.1,7,6,10.1,12.9,7.8,0,1,0
8.1,12.6,26,15,9,95,77,1017.1,1016.5,8,7,10.9,12.4,1.6,4.2,1,1
8.1,12.6,26,15,9,95,77,1017.1,1016.5,8,7,10.9,12.4,1.6,4.2,1,1
5.8,11.8,31,20,15,77,60,1018.1,1018.4,1,3,7.2,10,1.4,0,1,0
5.8,11.8,31,20,15,77,60,1018.1,1018.4,1,3,7.2,10,1.4,0,1,0
0.1,9.3,41,22,24,90,63,1019.9,1018.1,7,6,2.8,8.1,3,0,1,0
0.1,9.3,41,22,24,90,63,1019.9,1018.1,7,6,2.8,8.1,3,0,1,0
6.2,10.9,59,17,24,93,65,1004.3,1005.2,8,5,6.2,10.6,6.8,2.4,1,1
6.2,10.9,59,17,24,93,65,1004.3,1005.2,8,5,6.2,10.6,6.8,2.4,1,1
5.6,14,35,17,15,94,66,1020.8,1021.6,7,7,10.6,13,1.8,0.2,1,0
5.6,14,35,17,15,94,66,1020.8,1021.6,7,7,10.6,13,1.8,0.2,1,0
10,15.8,63,9,28,83,42,1014.7,1010.8,6,6,11.7,14.4,7,0.8,1,0
10,15.8,63,9,28,83,42,1014.7,1010.8,6,6,11.7,14.4,7,0.8,1,0
7.5,11.5,46,15,26,93,69,1013,1010,7,7,7.9,10.7,1.6,2.4,1,1
7.5,11.5,46,15,26,93,69,1013,1010,7,7,7.9,10.7,1.6,2.4,1,1
-4.7,8.3,30,2,15,76,64,1026.7,1025.4,4,8,1.2,7.9,0,1.8,0,1
-4.7,8.3,30,2,15,76,64,1026.7,1025.4,4,8,1.2,7.9,0,1.8,0,1
1.2,9.7,30,13,15,95,86,1023,1021.8,7,7,7.1,8.5,1.8,0,1,0
1.9,11.8,26,7,9,100,58,1029.4,1029.2,8,1,3.8,11.2,1.4,0,1,0
1.9,11.8,26,7,9,100,58,1029.4,1029.2,8,1,3.8,11.2,1.4,0,1,0
4.1,12.2,33,7,15,89,84,1017.9,1016.7,8,7,8.8,11.1,9.8,4,1,1
4.1,12.2,33,7,15,89,84,1017.9,1016.7,8,7,8.8,11.1,9.8,4,1,1
6.9,13.1,26,6,19,88,60,1022.7,1022.5,7,2,8.7,12.4,4,0,1,0
6,14.7,28,7,17,90,69,1022.5,1020.1,8,2,8.5,14.4,1.2,2.8,1,1
6,14.7,28,7,17,90,69,1022.5,1020.1,8,2,8.5,14.4,1.2,2.8,1,1
5.9,19.7,22,15,11,81,47,1022,1019.1,1,1,9.2,19.1,2.8,0,1,0
9.9,14,31,17,15,91,76,1019.6,1015.9,8,7,10.9,13.5,11.4,2.6,1,1
9.9,14,31,17,15,91,76,1019.6,1015.9,8,7,10.9,13.5,11.4,2.6,1,1
1.3,16.6,63,13,48,99,67,1017.1,1013.1,7,7,7,9.3,2.6,0.6,1,0
10.3,12.5,43,20,26,83,90,1012.8,1007.7,8,8,10.9,11.6,2.6,25.6,1,1
10.3,12.5,43,20,26,83,90,1012.8,1007.7,8,8,10.9,11.6,2.6,25.6,1,1
5.3,18.5,24,9,15,85,56,1020.5,1020.5,7,1,8.6,17.9,1.6,0,1,0
5.3,18.5,24,9,15,85,56,1020.5,1020.5,7,1,8.6,17.9,1.6,0,1,0
12.2,20.8,39,17,17,52,51,1025.3,1022,4,7,16.8,18.3,1.2,1.2,1,1
12.2,20.8,39,17,17,52,51,1025.3,1022,4,7,16.8,18.3,1.2,1.2,1,1
0.3,14.3,28,9,15,99,41,1022.2,1020.3,8,4,3.8,13.8,5,0,1,0
0.3,14.3,28,9,15,99,41,1022.2,1020.3,8,4,3.8,13.8,5,0,1,0
3,14.7,63,22,37,78,48,1016.7,1014.5,6,6,8.5,13.8,2.6,0,1,0
3,14.7,63,22,37,78,48,1016.7,1014.5,6,6,8.5,13.8,2.6,0,1,0
13.7,17.3,54,19,13,65,90,1011,1006.7,7,8,15.9,14.9,1.2,21.4,1,1
13.7,17.3,54,19,13,65,90,1011,1006.7,7,8,15.9,14.9,1.2,21.4,1,1
7.1,15.4,41,20,19,84,48,1007.3,1005,8,5,9.1,14.2,6.2,1.4,1,1
7.1,15.4,41,20,19,84,48,1007.3,1005,8,5,9.1,14.2,6.2,1.4,1,1
2.9,19.2,37,9,13,77,40,1017.4,1017.1,1,7,10.7,18.4,6.6,2.8,1,1
2.9,19.2,37,9,13,77,40,1017.4,1017.1,1,7,10.7,18.4,6.6,2.8,1,1
3,18.4,20,4,6,77,39,1024.6,1022.1,1,3,9.7,17.5,2.8,0,1,0
14.4,20.4,39,15,15,93,64,1011,1012.2,8,7,14.7,18.9,4.6,0,1,0
14.4,20.4,39,15,15,93,64,1011,1012.2,8,7,14.7,18.9,4.6,0,1,0
17.4,25.2,61,9,13,94,62,1011,1010.3,8,7,18.5,22.8,1.8,0,1,0
17.4,25.2,61,9,13,94,62,1011,1010.3,8,7,18.5,22.8,1.8,0,1,0
18.3,29.8,20,6,7,83,44,1013.2,1010.7,7,7,21,28.4,4,0,1,0
18.3,29.8,20,6,7,83,44,1013.2,1010.7,7,7,21,28.4,4,0,1,0
13.6,23.7,63,28,28,81,30,1012.6,1015.8,6,2,15.6,22.8,22.8,0,1,0
13.6,23.7,63,28,28,81,30,1012.6,1015.8,6,2,15.6,22.8,22.8,0,1,0
16.3,35.8,50,17,24,44,22,1013.4,1007.9,1,4,27.9,34.2,0,6.8,0,1
8.6,24.5,33,6,13,61,26,1018,1014.1,3,7,16.7,24,7.4,0,1,0
12.9,20,41,19,17,92,91,1019.6,1016.9,8,8,14.5,16.6,18.8,34.2,1,1
12.9,20,41,19,17,92,91,1019.6,1016.9,8,8,14.5,16.6,18.8,34.2,1,1
14,24.8,57,11,39,77,39,1007.3,1004.3,6,6,19.9,24.2,34.2,0.4,1,0
17.9,25.4,48,33,20,63,77,1007.4,1012.7,8,8,24.4,16,57.8,1.8,1,1
17.9,25.4,48,33,20,63,77,1007.4,1012.7,8,8,24.4,16,57.8,1.8,1,1
7.7,23.1,39,11,26,45,17,1020.9,1018.6,0,1,14.3,22,1.8,0,1,0
16.5,27.3,28,15,13,82,70,1003.9,1001,6,7,19.7,22.1,10.4,1.4,1,1
16.5,27.3,28,15,13,82,70,1003.9,1001,6,7,19.7,22.1,10.4,1.4,1,1
12.3,27.1,43,7,15,70,27,1006.4,1004.5,1,1,17.2,25.3,1.4,0,1,0
17.8,27.2,44,9,28,81,54,1007.6,1006,7,5,20.5,25.7,12.8,0,1,0
17.8,27.2,44,9,28,81,54,1007.6,1006,7,5,20.5,25.7,12.8,0,1,0
15.7,30.2,33,15,9,63,39,1014.1,1010.9,3,7,21.4,28.7,20.6,0,1,0
15.7,30.2,33,15,9,63,39,1014.1,1010.9,3,7,21.4,28.7,20.6,0,1,0
17.2,31.6,83,17,7,63,40,1009.9,1005.9,5,7,22,29,3.4,16.2,1,1
17.2,31.6,83,17,7,63,40,1009.9,1005.9,5,7,22,29,3.4,16.2,1,1
14.3,27.6,20,9,7,78,38,1009.9,1008.2,5,2,18.3,26,3.6,0,1,0
14.3,27.6,20,9,7,78,38,1009.9,1008.2,5,2,18.3,26,3.6,0,1,0
19.9,30.1,57,31,24,93,68,997.4,996.8,8,7,21.9,26.7,61.4,15.8,1,1
19.9,30.1,57,31,24,93,68,997.4,996.8,8,7,21.9,26.7,61.4,15.8,1,1
15.1,27.1,39,17,20,74,31,1007.5,1007.9,2,1,17.2,26.1,15.8,0,1,0
15.4,27,30,9,7,75,46,1006.7,1003.5,6,7,18.6,25.1,2.4,0,1,0
15.4,27,30,9,7,75,46,1006.7,1003.5,6,7,18.6,25.1,2.4,0,1,0
14.8,25.6,43,17,19,67,37,1010.4,1008.5,2,3,19.9,25,1.2,0.6,1,0
14.8,25.6,43,17,19,67,37,1010.4,1008.5,2,3,19.9,25,1.2,0.6,1,0
15.7,31.6,30,13,4,74,41,1016.2,1013.6,7,4,19.6,29.7,6.6,0,1,0
15.7,31.6,30,13,4,74,41,1016.2,1013.6,7,4,19.6,29.7,6.6,0,1,0
20.3,26.2,31,11,15,82,77,1016.4,1014.6,8,8,21.2,24.4,3.6,9.8,1,1
20.3,26.2,31,11,15,82,77,1016.4,1014.6,8,8,21.2,24.4,3.6,9.8,1,1
19.8,24.4,54,9,13,92,83,1012.5,1011.5,8,8,21.2,21.5,21.8,59.8,1,1
19.8,24.4,54,9,13,92,83,1012.5,1011.5,8,8,21.2,21.5,21.8,59.8,1,1
16.9,21.5,54,24,26,68,56,1010,1011.6,7,8,18.2,21.3,27.2,0,1,0
16.9,21.5,54,24,26,68,56,1010,1011.6,7,8,18.2,21.3,27.2,0,1,0
15.6,24.4,33,7,20,98,67,1009.8,1011.1,8,5,18.7,22.3,76.8,0.6,1,0
15.6,24.4,33,7,20,98,67,1009.8,1011.1,8,5,18.7,22.3,76.8,0.6,1,0
17.6,29.2,37,15,22,67,43,1015.1,1011.3,3,4,20.9,28.7,25,10.8,1,1
17.6,29.2,37,15,22,67,43,1015.1,1011.3,3,4,20.9,28.7,25,10.8,1,1
18.4,23.1,54,15,22,93,83,1010.7,1010.4,7,8,19.6,20.5,10.8,9.8,1,1
15.3,23,33,13,17,87,61,1021,1018.3,8,3,17.1,21.9,3.4,0,1,0
15.3,23,33,13,17,87,61,1021,1018.3,8,3,17.1,21.9,3.4,0,1,0
13.3,25.9,24,7,7,76,38,1017.4,1014.2,1,1,18.7,25.6,1.6,0,1,0
13.3,25.9,24,7,7,76,38,1017.4,1014.2,1,1,18.7,25.6,1.6,0,1,0
16.6,22.4,31,13,17,82,64,1018.1,1015.2,7,6,18.2,21.4,2.2,0.6,1,0
16.6,22.4,31,13,17,82,64,1018.1,1015.2,7,6,18.2,21.4,2.2,0.6,1,0
11.5,23.4,37,2,24,86,36,1011.5,1009.1,7,2,15.7,21.9,1.4,0.2,1,0
11.5,23.4,37,2,24,86,36,1011.5,1009.1,7,2,15.7,21.9,1.4,0.2,1,0
10.1,18.5,35,7,7,91,87,1023,1019.2,8,7,13.3,16.5,11.4,8.6,1,1
10.1,18.5,35,7,7,91,87,1023,1019.2,8,7,13.3,16.5,11.4,8.6,1,1
2.8,14.7,28,0,20,93,48,1023.2,1021.1,2,2,6.6,13.5,8.6,0,1,0
6.4,9.3,46,17,24,93,86,1012.8,1010.4,8,8,6.6,7.9,26,2.8,1,1
6.4,9.3,46,17,24,93,86,1012.8,1010.4,8,8,6.6,7.9,26,2.8,1,1
5.3,11.8,28,15,19,86,83,1017,1016.3,7,7,7.6,11.2,2.8,0.4,1,0
8.2,15.1,19,9,11,92,77,1015.6,1011.6,7,7,9.9,14.4,16.4,0.2,1,0
8.2,15.1,19,9,11,92,77,1015.6,1011.6,7,7,9.9,14.4,16.4,0.2,1,0
6.3,15.4,35,4,24,92,51,1002.7,1006.9,7,7,9.4,15.3,3.2,0,1,0
6.3,15.4,35,4,24,92,51,1002.7,1006.9,7,7,9.4,15.3,3.2,0,1,0
5.1,13.5,35,11,22,88,74,1021.7,1020.8,7,5,7.3,11.8,1.6,0,1,0
5.1,13.5,35,11,22,88,74,1021.7,1020.8,7,5,7.3,11.8,1.6,0,1,0
7.9,10.1,44,20,17,79,83,1007.8,1009.8,7,8,8.8,9.1,2.2,1.2,1,1
7.9,10.1,44,20,17,79,83,1007.8,1009.8,7,8,8.8,9.1,2.2,1.2,1,1
-0.3,10.3,26,7,15,100,66,1025.5,1025.8,8,6,1.8,9.1,1.2,0,1,0
1.5,13.1,41,0,19,95,75,1014.3,1012.8,1,7,5.4,10.9,2.2,0.8,1,0
1.5,13.1,41,0,19,95,75,1014.3,1012.8,1,7,5.4,10.9,2.2,0.8,1,0
6,11.5,33,15,13,95,76,1020.5,1020.2,8,7,6.4,10.3,4,0,1,0
6,11.5,33,15,13,95,76,1020.5,1020.2,8,7,6.4,10.3,4,0,1,0
9,15.9,31,13,9,95,58,1020.7,1018.1,8,6,9,15.1,15.2,0,1,0
9,15.9,31,13,9,95,58,1020.7,1018.1,8,6,9,15.1,15.2,0,1,0
8.6,17,41,15,24,91,62,1010,1009.4,1,6,13.8,14.9,13.2,0,1,0
8.6,17,41,15,24,91,62,1010,1009.4,1,6,13.8,14.9,13.2,0,1,0
6,11.1,39,20,19,89,59,1021.2,1022.4,8,7,6.2,10.2,3,0.4,1,0
6,11.1,39,20,19,89,59,1021.2,1022.4,8,7,6.2,10.2,3,0.4,1,0
7.5,14.6,39,2,13,87,57,1013.5,1011.3,1,4,10.6,14.2,3.2,0.4,1,0
7.5,14.6,39,2,13,87,57,1013.5,1011.3,1,4,10.6,14.2,3.2,0.4,1,0
4.2,11.9,30,13,20,89,68,1020.7,1020.6,7,7,8.4,11.3,3.8,0,1,0
4.2,11.9,30,13,20,89,68,1020.7,1020.6,7,7,8.4,11.3,3.8,0,1,0
5.8,11.6,63,26,41,88,61,1005.8,1003.6,8,4,5.8,11.3,6.2,8.8,1,1
5.8,11.6,63,26,41,88,61,1005.8,1003.6,8,4,5.8,11.3,6.2,8.8,1,1
4.8,14.6,43,19,28,91,66,1010.9,1012.6,8,4,8.2,13.3,8.8,0,1,0
4.2,10.8,63,15,28,70,70,1015.4,1014.4,7,7,7.7,10.2,13.4,1,1,0
4.2,10.8,63,15,28,70,70,1015.4,1014.4,7,7,7.7,10.2,13.4,1,1,0
5.6,19.8,20,9,7,82,46,1017.5,1014.9,2,1,12.3,19.1,1.4,0.8,1,0
5.6,19.8,20,9,7,82,46,1017.5,1014.9,2,1,12.3,19.1,1.4,0.8,1,0
7.7,14.7,54,28,33,62,25,1010.7,1012.5,7,3,9.8,13.8,1.6,0.2,1,0
7.7,14.7,54,28,33,62,25,1010.7,1012.5,7,3,9.8,13.8,1.6,0.2,1,0
2.9,17.2,41,6,20,70,40,1017.8,1016.3,0,3,9.9,15.7,3.4,0,1,0
2.9,17.2,41,6,20,70,40,1017.8,1016.3,0,3,9.9,15.7,3.4,0,1,0
